idFermata,descrizioneFermata,latitudine,longitudine
05252001,"Via Fenicia, ex Capolinea 12/",41.0818,17.0003
04457101,"Via S.Gaspare del Bufalo,Ist.Calamandrei",41.0677,16.8641
06045002,"via Conte Giusso,4/D",41.0938,16.8863
04362101,"Via Minervini, 21",41.0426,16.8515
04367101,"via Mons. Nuzzi, di fronte al Civ. 10",41.0463,16.8507
04528001,"Via  Umberto 1° ,276",41.0578,16.8699
03051001,"Via C. Rosalba- P.co Domingo",41.0922,16.8542
08493001,"Lung. Starita, CUS",41.1354,16.8443
04171102,"Via De Marinis, 62",41.0769,16.8703
05432106,"Via Peucetia ,angolo Via Apulia",41.115,16.8877
05297102,"Viale Japigia, 184",41.1127,16.8992
02200002,"Via Delle Margherite fronte ex Cas. V.F.",41.1031,16.8039
05432001,"Via Peucetia, di fronte mercato",41.1149,16.8879
06009008,"via Amendola, 128/1di fronte Fac.Agraria",41.1104,16.8836
08126102,"via Crisanzio ,93",41.1195,16.8637
02516002,"Via Troccoli Capolinea del 13",41.1248,16.7826
06009101,"via  Amendola ,157",41.1124,16.882
09435101,"Via Piccinni, 9",41.1255,16.8715
06531C00,"V.le Unità d'Italia, 24/C (Capolinea)",41.1161,16.8731
06235104,"viale Einaudi ,2/E",41.1008,16.877
05216001,"strada detta Della Marina ,88",41.0962,16.9668
05432004,"Via  Peucetia ,36/A",41.1127,16.8934
05342002,"Via M. Grecia, di fronte Conad",41.1142,16.8933
03279102,"viale Giovanni XXIII, Ist. Tridente",41.1071,16.8683
09435102,"Via  Piccinni , 105 Comune ",41.1252,16.8675
05063102,"via Caldarola ,30/E",41.1065,16.8988
03285012,"via Giulio Petroni,Caserma Rossani",41.1156,16.8687
02150007,"Viale De Blasio - GTS",41.1163,16.8203
04451001,"Via Roccaporena, ang. via dello Scoglio",41.0691,16.858
01378005,"via Napoli ang. Via Lembo",41.1636,16.7456
06061002,"Via Caduti del Lavoro staz.FSE",41.09,16.8996
02240009,"Viale Europa, ex Dep. Agip",41.1242,16.8294
05297002,"Viale  Japigia ,difronte civ. 184",41.1126,16.8996
06009009,"via Amendola ,di fronte al 157",41.1124,16.882
02408103,"Via Mazzoni ,ang. Candura",41.126,16.7996
03168102,"v.le  De Laurentis,ang.strad.del caffè",41.0987,16.8645
06495001,"via complanare SS 100 ,Rotatoria (ACI)",41.0866,16.8959
05432102,"via Peucetia, PT",41.1118,16.8958
02048001,"via C. Massa case Breda",41.1269,16.7853
06447001,"via Re David ,Fac. Ing.",41.1082,16.8773
03298002,"viale Kennedy ,50",41.101,16.8655
02202001,"via Delle Camelie ,di fronte Metecno",41.1057,16.8047
02200103,"Via delle Margherite Firestone",41.1033,16.7958
02123003,"Via Corigliano di fronte ex Ciapi",41.1231,16.821
04528101,"Corso Umberto 1° ,77",41.0642,16.8688
01135103,"Lung. Cristoforo Colombo ,L'Aragosta",41.1674,16.7451
08358101,"Via Mercadante, difronte civ. 16",41.1343,16.8325
03124103,"Via Cotugno - Centro Riabilitativo",41.1077,16.8531
02024102,"Via B. Buozzi, 29/D",41.117,16.8385
10436001,"Via Piemonte - Cinema",41.1182,16.7882
05144102,"via  D'Avanzo , 8",41.1047,16.9068
01364001,"Via Modugno - ang. Vico XIII",41.148,16.7653
02024105,"via B. Buozzi di fronte via Boggiano",41.1101,16.8262
05399003,"Via Oberdan, 18/A",41.1175,16.8845
06138101,"Corso Benedetto Croce ,Caserma Rossani",41.1166,16.8721
03120002,"viale Concilio Vaticano II ,84",41.1038,16.8653
04171003,"Via De Marinis, 149",41.0791,16.8702
04362001,"Via Minervini di fronte al Civ 21",41.0429,16.8515
06009103,"via Amendola ,ang.Omodeo",41.1079,16.8851
03285001,"Via G.lio Petroni,132/A",41.0905,16.8659
01378107,"via   Napoli, 167",41.1635,16.7458
01529001,"Via Umberto 1° , 8   Santo Spirito",41.1629,16.7514
07511C00,"C.so Trieste-Parcheggio Perif.(Capolinea",41.1167,16.8982
02150104,"viale De Blasio ,angolo Jacobini",41.1145,16.8054
02553001,"Via Vittime Civili di Guerra",41.1258,16.7845
02516107,"Bari, Via Francesco Paolo Troccoli 6",41.1249,16.7831
02516106,"prolung.Via F. Troccoli fronte cab.ENEL",41.1256,16.7803
02458101,"Bari, Via Nicola Rotondo, 3",41.1247,16.7793
02145C00,"Bari, Via E. Dalfino, 4 (capolinea)",41.1243,16.7776
02516101,"via Troccoli, 18/B Coop. Bari 80",41.1275,16.7806
05221004,"Lung. Di Cagno Abbrescia, 27",41.1091,16.9314
03507003," Via Torre Tresca ,6/C",41.0984,16.8482
05027004,"Via Bari, 2",41.0853,16.9984
03321003,"via Lucarelli ,4",41.0931,16.8626
03168004,"viale De Laurentis ,6",41.0985,16.8645
03331001,"Trav. Martiri delle Foibe",41.0954,16.835
03479101,"Via V. Sassanelli, 48",41.0994,16.8378
02024001,"Via  B. Buozzi ,di fronte Garofalo Comb.",41.1063,16.8199
04171101,"Via  De Marinis, 100",41.0792,16.8701
02309002,"Viale  Lazio ,Grattacielo Civ 2",41.1197,16.796
08129004,"via Crispi ,40",41.1246,16.8588
07381001,"Lung.  N. Sauro ,Provincia",41.1215,16.882
02408102,"Via Mazzoni , 10/A ang.Leotta",41.1263,16.8007
02240107,"Viale Europa ,Giudice di Pace",41.1229,16.8016
04550105,"via Vitt. Veneto ,83",41.0543,16.8667
04162001,"Corso A. De Gasperi, 374/A",41.0813,16.8693
04550104,"via Vitt. Veneto ,77",41.0569,16.8674
02240002,"viale Europa ,ang. Via Cacudi",41.1298,16.7955
01384C01,"Via Nazionale - fronte Ipsia - Capolinea",41.1519,16.7764
06249104,"via Fanelli, 269 - Caserma Vitrani",41.0971,16.882
01135001,"Lung.C.Colombo,ang.S.Felis",41.1687,16.735
04550001,"via Veneto ,80",41.0544,16.8667
06244001,"Via Falcone e Borsellino fronte civ.51",41.0968,16.8736
08435001,"Via  Piccinni, 210",41.125,16.8638
08478001,"Strada S. Girolamo, 36",41.1368,16.8165
05318102,"via Loiacono, ang.Pascazio",41.1054,16.9106
02240008,"Viale Europa, Coca Cola",41.1241,16.8266
05450101,"Via Rocca ,  3",41.1026,16.9054
05078001,"via  Carabellese ,38",41.1059,16.906
01378105,"via Napoli, 39",41.1617,16.7525
06162002,"Corso Alcide De Gasperi, 320/B",41.0899,16.8697
03075102,"via Capruzzi ,di fronte al 266/B",41.1167,16.8642
02123002,"via Corigliano ex OTB",41.1228,16.8194
09015002,"Via  A. da Bari, Banca di Roma",41.1237,16.8687
03285112,"via G. Petroni ,Don Guanella",41.0904,16.8658
02057004,"Via Cacudi ang. Via D'Alesio",41.1265,16.7872
02057005,"via Cacudi cab. ENEL",41.1275,16.7906
05273109,"Via Gentile ingr. nuova Sede Regione",41.1071,16.9136
04219002,"via Di Cillo ,Slargo      ",41.0734,16.8571
03094001,"Via S.Caterina di fronte Fayr SpA",41.0895,16.8222
02319101,"Via Lonero , 7",41.1301,16.8011
05258001,"via Fontana Nuova ,ex capolinea",41.0863,17.006
02048003,"Via C.Massa Parco Verde",41.1286,16.7873
09289103,"Interno Porto Stazione Marittima",41.1325,16.8679
02150101,"viale De Blasio ,CNR",41.1161,16.8209
07288101,"Viale Imp. Traiano ,46",41.1162,16.8931
04253002,"Contrada Ferrigni, ang. Lama del Duca",41.0742,16.8552
09099102,"C.so Cavour, 157",41.1211,16.8725
02174001,"via De Ribera ,angolo Delle Regioni",41.123,16.7913
04550103,"via Vitt. Veneto ,75",41.0586,16.8672
08084001,"via Caracciolo ,Mercato Generale",41.1297,16.8442
08129104,"Via Crispi  ang. B. Regina",41.1219,16.8515
04285002,"via Giulio Petroni ,132/bis",41.0875,16.8653
04022C00,"Autostr.BA-TA (Capolinea)",41.0683,16.8302
02363101,"Via Molise, 6",41.1228,16.7954
03279001,"Via Giovanni XXIII distr.serv.ESSO",41.1071,16.864
06235103,"viale Einaudi, 6/A",41.1015,16.8804
05273006,"via Gentile, 63",41.1043,16.921
01339001,"Via Macchie - Vigna del Re",41.1484,16.7705
09099104,"C.so Cavour ang. Via Putignani",41.1237,16.8722
05021105,"Via Archimede,di fronte Edicola",41.1047,16.9008
08333101,"via Martiri d'Otranto ,Redentore",41.1184,16.8554
08546103,"Via Van Westerhout, lido Trampolino",41.1352,16.829
01135102,"Lung. Cristoforo Colombo ,Lido La Rotond",41.1669,16.7465
05432005,"via  Peucetia ,14",41.1114,16.8961
03298103,"Viale Kennedy 83/B",41.1012,16.8615
02141001,"Via D'Alesio C/1 - B/1",41.1274,16.7866
06193102,"Via della Costituente - ang. Einaudi",41.1019,16.8736
02234001,"via Don Gnocchi di fronte E- F- G",41.1298,16.7887
01387002,"Via Nicolas Green, 63",41.1565,16.7404
02150004,"v.le  De Blasio, ang. Via F.lli Philips",41.1145,16.8052
10436101,"Via Piemonte ang. Via Val d'Aosta",41.1182,16.7883
06505C00,"via Torre di Mizzo (Capolinea)",41.0916,16.8991
01387001,"Via Nicolas Green ,17",41.1577,16.7397
08040001,"Via B. Bari ang. Via Nicolai",41.1205,16.8521
10180003,"Via Dei Ciclamini Getrag",41.1068,16.7638
04343001,"Via Nicola Manzari",41.0655,16.8745
04443001,"Via Angelantonio Quaranta, 9",41.0668,16.873
04443002,"Bari, Via Angelantonio Quaranta ",41.0656,16.8721
04284001,"Bari, Via Gorizia",41.0646,16.8735
04249C00,"Fanelli-Madonna delle Grazie (CAP)",41.0776,16.8855
03285002,"Via G.lio Petroni ang.Lucarelli",41.0933,16.8663
08557001,"V.le Vitt. Emanuele Orlando (AQP)",41.1337,16.843
03051C00,"Via C. Rosalba Parco Domingo, Capolinea",41.0923,16.8542
04550002,"via Veneto ,76",41.0568,16.8674
04285103,"Via G.lio Petroni rotatoria L.Ranieri",41.0837,16.8637
02037101,"Via Bonomo difronte Ang. Costantino",41.1319,16.803
06405001,"via Orabona ,Chiesa S. Marcello",41.1075,16.8784
09295101,"Lungomare Imp Augusto, alt S.Scolastica",41.1319,16.8715
09295102,"Lungomare Imp Augusto, arco S.Nicola",41.1308,16.8712
08040101,"Via B. Bari, 102/A",41.1201,16.8521
04162103,"Corso Alcide De Gasperi, 479",41.0861,16.869
02072C00,"Str.Caposcardicchio-Osp.S.Paolo(Capolin)",41.1177,16.781
02408001,"Via Pacifico Mazzoni ,ang. Candura",41.126,16.7996
08561103,"Corso Vittorio Veneto, di fronte AQP",41.1336,16.8446
05063C01,"C.S.Polivalente -Via Caldarola(Capolinea",41.1021,16.9103
01087002,"Viale Caravella-Metrò",41.1617,16.7373
05474002,"via Salapia ,28",41.1112,16.8955
09008101,"Via P. Amedeo, civ. 125",41.1225,16.8669
09351001,"Piazza Massari ,Prefettura",41.1262,16.8668
03298003,"Viale Kennedy,36",41.1008,16.8691
10207105,"Via Delle Ortensie fronte ex Fiat Altecn",41.103,16.7783
08555001,"Via Verdi, 46",41.1351,16.8351
03298001,"viale Kennedy, di fronte civ. 83/B",41.1012,16.8615
01339104,"via Macchie, 56 di fronte Vigna del Re",41.1483,16.7706
06195003,"V.le  Della Resistenza, supermecato GS",41.1058,16.875
01378002,"Via Napoli di fronte str. Priv.Caladoria",41.1655,16.7365
04528103,"Corso Umberto 1° ,243",41.0611,16.8693
02200003,"Via delle Margherite front off.Calabrese",41.1043,16.8106
07222102,"Lung. Di Crollalanza, di fronte G. Bruno",41.1236,16.8766
06162106,"Corso Alcide De Gasperi ,Villa Del Sole",41.0967,16.8709
09351102,"piazza Massari , ex capolinea",41.1268,16.866
03321102,"via Lucarelli  ang. Don Guanella",41.0932,16.862
05144101,"via  D'Avanzo ,40",41.1038,16.9092
05414002,"Via  Papalia , 7",41.1066,16.9039
02287C00,"V.le  Iacobini ,Dep. AMTAB -Capolinea",41.1154,16.8046
08555002,"Via Verdi (Capolinea Piscine Comunali)",41.1333,16.8375
06045003,"via Conte Giusso ang. Via Tupputi",41.0939,16.8896
04162102,"Corso Alcide De Gasperi, 463",41.0881,16.8695
06211104,"Viale della Repubblica, 111",41.1084,16.8741
05216004,"strada detta Della Marina, 44/B",41.0948,16.9771
05114105,"Via Complanare, est",41.0815,17.0239
02240110,"Viale Europa ,angolo Cacudi",41.1299,16.7956
01379002,"Via Paul Harris, lato civ. 5",41.1675,16.7307
01379102,"Via Paul Harris, lato fronte civ. 5",41.1674,16.7307
09217002,"Corso De Tullio fronte ingr. Porto",41.1324,16.8688
01384006,"Via Nazionale lato Ponte Tangenziale",41.1531,16.7738
01384007,"Via Nazionale (Palese) lato fronte IPSIA",41.1518,16.7766
01384106,"Via Nazionale, lato IPSIA",41.1521,16.776
01384107,"Via Nazionale, lato Ponte Tangenziale",41.1531,16.7739
03417005,"Viale Pasteur, Lato Edicola",41.1115,16.8531
03417006,"Viale Pasteur, lato ang. Martiri D'Avola",41.1123,16.853
03417007,"Viale Pasteur, lato civ. 19",41.1133,16.8529
03417106,"Viale Pasteur, lato ingr. Carrefour",41.1108,16.8531
08294106,"Lung. IX Maggio ,fronte cap.linea 5",41.14,16.81
01522101,"Via Udine ,120",41.1661,16.7475
05018001,"via Appulo , 26",41.1025,16.8992
09351101,"piazza Massari , Int. Di Finanza",41.1283,16.8651
03364001,"Via M. Mitolo, fronte civico 13",41.0913,16.8612
01143107,"via D'Annunzio aerop. terminal arrivi",41.1342,16.765
02458001,"Bari, Via Nicola Rotondo, 20",41.1247,16.7792
02112101,"via Columbo  ,Fonderie Meridionali",41.1204,16.8219
05027002,"Via Bari, 16",41.0858,16.9956
05282001,"Lung. A. Giovine, 31/F",41.107,16.9351
06402102,"via Omodeo ,40",41.1064,16.8828
05063101,"via Caldarola di fronte C.S Polivalente",41.1025,16.9102
06162008,"C.so A.De Gasperi, 274",41.102,16.8715
01378103,"Via Napoli,11 S.Spirito",41.1602,16.7582
05060002,"Via Caduti Partigiani di front Assi Casa",41.107,16.8992
04456101,"Via  Roppo ,50",41.066,16.8686
06249102,"via Fanelli ,239   Vigna Laura",41.1018,16.8795
05078002,"via  Carabellese ,10",41.1072,16.9069
08378003,"Via Napoli , di fronte Conc. Autoclub",41.1327,16.8231
08446101,"Via Portoghese fronte mercato Lunedì",41.1305,16.8392
08446001,"Via Portoghese",41.1305,16.8393
03285C00,"Via Giulio Petroni 19/C",41.116,16.8687
03075003,"Via Giuseppe Capruzzi 220",41.1169,16.8681
05482001,"Strada Sant'Anna fronte civ. 4",41.0993,16.9371
05482101,"Bari, Strada Sant'Anna 2/A",41.0992,16.937
07324002,"Piazza L. di Savoia, Chiesa S. Antonio",41.119,16.8742
04219104,"Via Di Cillo, slargo",41.0732,16.8571
03051003,"Via C.Rosalba, 38/A",41.0976,16.8555
01562103,"Via Vitt. Veneto, lato Bar Corner",41.1562,16.7659
07324001,"P.ZA L. di Savoia, Chiesa S. Antonio",41.1196,16.8741
05273005,"via Gentile ,di fronte al 54/C",41.1056,16.9174
04036101,"Via Bitritto, 119 - Cartiera Favia",41.0894,16.838
06531002,"Viale Unita' D'italia ,22/a",41.1161,16.8731
02549102,"Via Veneto, ang. via Alessandria",41.1195,16.7911
03471001,"viale Salandra, 46",41.1132,16.8634
04540102,"via Vaccarella ,Snoopy",41.0716,16.8636
08441103,"Via Quintino Sella ,225",41.1192,16.8647
09295103,"Lungomare Imp Augusto, Fortino",41.129,16.8729
09295104,"Lungomare Imp.Augusto,Piazza Ferrarese",41.1271,16.8725
05105001,"via  Colella, ang. via Gentile",41.1085,16.9094
09350101,"Piazza Federico II di Svevia",41.1288,16.8675
09351003,"Piazza Massari Ang Federico II di Svevia",41.1273,16.8659
09351C00,"P.zza Massari, Prefettura",41.1259,16.8666
09556C00,"C.so V. Emanuele, Teatro Piccinni Cap.",41.1259,16.8674
08267102,"P.zza Garibaldi, chiesa S. Francesco",41.1255,16.8608
05027104,"Via Bari, 35/F",41.0863,16.9923
03168104,"via De Laurentis ,19/21",41.0949,16.8643
03298102,"viale Kennedy, 77",41.101,16.8654
04513104,"viaTris.Liuzzi,95/C fronte rist.Rosa Blu",41.0661,16.8623
05144001,"Via  D'Avanzo ,  3",41.1046,16.9072
05399101,"via Oberdan ,di fronte Sup. De Sandi",41.1171,16.887
07075001,"Estr. Capruzzi 20/A",41.1175,16.8767
10208C00,"Via delle Orchide-Zincomet (Capolinea)",41.101,16.7843
05489002,"Via Scizze di fronte P.co Atlantide",41.0899,16.988
01135101,"Lung. C. Colombo ,di fronte QUI SI GODE",41.164,16.7488
05114104,"Via Complanare Est, 108",41.0989,16.9349
06009105,"via Amendola ,Esso",41.1037,16.8871
04558002,"Via  Veneto ,Ist Diaz",41.071,16.8715
06447101,"via Re David, scuola De Amicis",41.1118,16.8764
08129101,"Via Crispi ,7",41.1251,16.8599
08546101,"Via Van Westerhouth, 40",41.1365,16.8263
04550005,"via Veneto ,32",41.063,16.8662
03420001,"via Pasubio ,180",41.1105,16.8676
08294103,"Lung. IX Maggio ,di fronte al civ. 36/G",41.139,16.8184
05547101,"Via Lorenzo Vitale, 11",41.1029,16.9373
01515001,"1^ Strada torricella civ 7",41.145,16.7383
08378110,"Via Napoli Accesso A",41.1409,16.8027
10177101,"via Degli Oleandri BOSCH",41.1068,16.7853
08561006,"C.so V. Veneto, N. R.  GdF ",41.1299,16.8506
02516004,"Bari, Via F. Paolo Troccoli ex capolinea",41.1249,16.7824
03285103,"via Giulio Petroni, 61",41.1095,16.8677
01251C00,"V.le E. Ferrari Aeroporto Arrivi capolin",41.1343,16.7652
03270104,"Via Gen. Bellomo , 99",41.0995,16.8453
04426001,"via Perrone ,Chiesa",41.0439,16.8503
04513103,"via Trisorio Liuzzi ,angolo Di Cillo",41.0725,16.8616
01502001,"via Ten. Ranieri, 12 (Palese)",41.1537,16.7642
06162101,"Corso Alcide De Gasperi ,Carcere",41.1059,16.8717
08003001,"Via Adriatico ,  ex  Pronto Socc.  CTO",41.1367,16.8435
05318101,"via Loiacono, di fronte  Case Pop.",41.1072,16.9122
05449001,"Via R. Resta",41.0866,17.0034
05489001,"Via Scizze, 12",41.0925,16.9862
08506101,"Strada Tomasicchio, fr. civ. 20",41.1382,16.8161
05474102,"via Salapia ,di fronte al 2/D",41.1092,16.8941
04550101,"via Vitt. Veneto ,29/C",41.0631,16.8662
03417105,"Viale Pasteur, lato clinica La Madonnina",41.114,16.8528
04303001,"via Lama Del Duca ,12",41.0714,16.8553
09015001,"Via A.da Bari-P. Umberto fronte Ateneo ",41.121,16.869
08561001,"Corso Vitt. Veneto ,  AQP",41.1337,16.8446
05282105,"lung. A. Giovine, di fronte 39/B",41.1052,16.9386
02210002,"Viale delle Regioni, 44",41.1231,16.7935
07090101,"Via Carulli ,74",41.1202,16.8753
04540101,"via Vaccarella, Ingr. Principale Ospedal",41.0762,16.8647
01135005,"Lung. C. Colombo Lido Lucciola",41.1692,16.7321
05305001,"Via Lama di Giotta fronte civ.38",41.0879,17.002
01378106,"via Napoli,  Chiesa",41.1627,16.7486
03285011,"via Giulio Petroni,12/M",41.1125,16.8685
04220001,"via Di Venere ,Ospedale",41.0769,16.8634
05349101,"via Masaniello ,Ist. A. d'Aosta",41.1168,16.8864
10183103,"via Dei Gerani ,di fronte PIMESPO",41.1098,16.7747
06009005,"via Amendola ,Caserma Magrone",41.104,16.8869
02240106,"Viale Europa, ex Pirelli",41.1232,16.8043
01388101,"via Nisio, fronte 18/A",41.1528,16.7703
06249108,"via Fanelli, 289",41.0835,16.8866
08352101,"Via P. Mascagni,,12",41.1319,16.8333
10431101,"via Delle Petunie  fronte RTG",41.1021,16.7669
02290101,"Via Granieri",41.1265,16.7952
05117003,"compl Ovest, 113",41.0943,16.947
09556101,"corso Vitt. Emanuele, ang. Via Melo",41.1261,16.8708
01070001,"P.zza Capitaneo - ang. Vitt. Eman.",41.1512,16.7598
02210001,"V.le delle Regioni, 62 "Don Milani"",41.1217,16.788
06009002,"Via Amendola,184/H",41.0967,16.8904
06009010,"via Amendola,106/M PRA",41.1148,16.8801
02174102,"via De Ribera ,ang. Delle Regioni",41.1231,16.7913
03285108,"via G. Petroni, di fronte civ 104",41.1002,16.8673
02048102,"via C. Massa ex edicola",41.1283,16.786
05474101,"via Salapia ,di fronte farmacia",41.1111,16.8955
09556102,"corso Vitt. Emanuele ang. A.da Bari",41.126,16.8689
08378107,"Via Napoli ,di fronte casa di Riposo",41.1299,16.8324
04285102,"Via G.lio Petroni, 129/A",41.0859,16.8652
01143003,"Via D'annunzio 16° Gr. Lav. Aereounatica",41.1463,16.7786
07492103,"C.so Sonnino ,94",41.1195,16.8817
08278006,"Via Napoli, 326",41.1279,16.8389
04455101,"Via Francesco Rubini, tra civ 14 e 16",41.0606,16.8688
03285109,"via G. Petroni ,di fronte al 114/A",41.0983,16.8674
06009109,"via Amendola ,Rist. Balcone d'Europa",41.0942,16.8916
04525001,"Piazza Umberto ,77",41.0735,16.871
01143105,"Via D'Annunzio di fronte al Carcere Mil ",41.1356,16.7788
04513102,"via Tris. Liuzzi -fronte Osp. Di Venere",41.0769,16.8614
08504101,"Via T.so  Fiore ,difronte 74",41.1258,16.8477
05273105,"via Gentile, 52/B",41.1079,16.9117
02200104,"Via delle margherite Dalmine",41.1014,16.7917
10012101,"Via Ancona ang. Via dei Gerani",41.1115,16.7884
04171002,"Via  De Marinis, 113",41.0766,16.8702
09357103,"Via Melo, 143",41.1217,16.8715
05063003,"Via Caldarola, 41/C",41.1067,16.8983
01069003,"Via Capitaneo , 105 Palese",41.1583,16.7623
04132C00,"via Crispi, Capolinea (Loseto) ",41.0426,16.8477
07075101,"Estr. Capruzzi, 9",41.1175,16.8773
05432104,"via Peucetia ,di fronte civ. 44",41.1136,16.8914
04132001,"via Crispi, 21",41.0413,16.8473
03270001,"via Bellomo ,Birra Peroni",41.0975,16.8433
05252C00,"Via Fenicia zona 167 Capolinea",41.0834,17.0016
02240111,"V.le Europa caserma GdF",41.1339,16.787
09289C01,"Interno Porto Varco Dogana (Capolinea)",41.1334,16.8693
08366101,"via Mons. F. Nitti ,51",41.1199,16.8541
06402001,"via  Omodeo, 47",41.1062,16.8824
01096101,"Strada Catino fronte civ.22",41.1589,16.7403
01378101,"Via Napoli, accesso B",41.1431,16.7998
09019002,"Lung. Imp. Augusto fronte Mercato pesce",41.1265,16.8725
09217103,"Lung. Imp. Augusto Fron Arco S. Nicola",41.1305,16.8712
08378005,"Via  Napoli,  (Caserma Briscese)",41.1289,16.8356
05273001,"Via Gentile ,  (Sacrario)",41.1105,16.905
05510003,"Via Toscanini, difronte C10",41.1065,16.9139
03285106,"via G. Petroni ,87/7",41.1038,16.8671
02024107,"via B. Buozzi, Garofalo combustibili ",41.1062,16.8198
02234003,"via Don Gnocchi, 13/D",41.1307,16.7861
01189101,"Via dei Narcisi, 12",41.1602,16.739
05021004,"via  Archimede ,  43",41.1032,16.9046
05273101,"Via Gentile ,Bellavista",41.1029,16.9246
02512101,"Via S. Tramonte Ist. Perotti",41.1283,16.7977
05114103,"Via Complanare  Est, S. Anna",41.0983,16.9364
02150003,"viale De Blasio, TUTTOGELO",41.1134,16.7997
08378009,"Via  Napoli , 304",41.1273,16.8484
03285003,"via Giulio Petroni, Osp.Militare",41.0961,16.8675
05508101,"Via  Torrente Valenzano ,  A/17",41.1081,16.9002
05144002,"Via  D'Avanzo , 9",41.1038,16.9091
05414004,"Via Papalia, lato civ 5",41.1074,16.9019
01143C01,"Via D'Annunzio aerop. term. parten. cap.",41.1339,16.7638
02437101,"Viale Puglia, 8",41.1213,16.7971
01143101,"Via D'Annunzio 16° Gr. Lav. Aereounatica",41.1464,16.7786
02202002,"via Delle Camelie ,Italutensili",41.1073,16.8017
02242001,"Variante di V.le Europa ex Hettermarks",41.1243,16.8229
03364101,"Via M. Mitolo, civ. 13",41.0913,16.8612
10205103,"via Delle Magnolie, di fronte ex Enaip ",41.1096,16.7668
03433105,"Bari,Policlinico uscita O.Flacco",41.1112,16.8618
04513106,"via Trisorio Liuzzi ,Enel",41.0511,16.8552
05060103,"Bari, Via dei Caduti Partigiani 8",41.109,16.8943
08546104,"Via Van Westerhout, civ. 17",41.1355,16.8267
08294002,"Lung. IX Maggio, 68",41.1396,16.8136
05221103,"L.Di Cagno Abbrescia fronte distr.servQ8",41.1114,16.9185
10436002,"Via Piemonte, 24",41.1183,16.7897
05021002,"via  Archimede ,1 Edicola",41.1047,16.9009
08294005,"Lung. IX Maggio Case Pop. Pal. M/2",41.1382,16.8218
04209001,"Via del Monastero, fr. Scuola Manzoni",41.0682,16.8594
06235006,"v.le Einaudi,57 di fronte Ist.G.Cesare",41.1028,16.8853
03484001,"via S. l'Africano ,Ist. Prez. Sangue",41.1111,16.8647
02123102,"via Corigliano di fronte ex OTB",41.1228,16.8193
10183102,"Via dei Gerani - Brovedani",41.1101,16.7817
01340101,"Traversa Via Macchie - fronte 27",41.1485,16.768
08229C00,"via Di Maratona Pisc. Com. ,Capolinea ",41.1334,16.8376
05368001,"Via Morelli e Silvati ang.Via Fenicia",41.0848,17.0022
03168101,"viale  De Laurentis ,3",41.1002,16.8647
02453101,"Piazza Romita, Chiesa",41.1199,16.7959
02024005,"via B. Buozzi ,48",41.1157,16.8355
02516108,"Bari, Via Francesco Paolo Troccoli",41.1272,16.7807
01384104,"Via  Nazionale ASL Palese",41.1582,16.7635
05432101,"Via Peucetia , di fronte Pal. A/6",41.11,16.8984
02363001,"Via Molise, Ang. V.le Delle Regioni",41.1227,16.7954
05169001,"Via  De Liguori ,",41.1085,16.9093
02072101,"Str.Caposcardicchio-Osp.S.Paolo ingr.P.S",41.119,16.7833
08378108,"Via Napoli , Autoclub",41.1326,16.8235
02030001,"Via Barisano da Trani, 19",41.1256,16.7957
02200C00,"Via Delle Margherite-Off.Calabrese(Capol",41.1049,16.8143
01378012,"Via Napoli slargo Imp. Sportivo"De Palo"",41.1476,16.787
03321005,"Via Lucarelli, lato ex Cap. 27",41.0935,16.8549
04488101,"V.le S. Rita, ang. T. Liuzzi",41.0674,16.8621
06009001,"Via Amendola-Autolavaggio",41.0943,16.8916
05243001,"Via Abate Eustasio, 2",41.0953,16.9557
03279101,"viale Giovanni XXIII, 19",41.107,16.8713
02361001,"via Milella ,ang.  Jacobini",41.1166,16.8035
05027101,"via Bari, di fronte al Civ. 2",41.0853,16.9985
01378016,"Via Napoli (accesso A dir Bari)",41.14,16.8038
06249103,"via Fanelli, 253",41.1002,16.88
02315002,"viale Lindemann ,AMIU",41.1195,16.8153
04558101,"Via  Veneto ,63/B",41.071,16.8716
05221002,"Lung. Di Cagno Abbrescia, distr. serv.Q8",41.1114,16.9188
05021003,"via  Archimede, 21",41.1038,16.9031
05282005,"lung A. Giovine, 61/2",41.1008,16.95
07511101,"C.so Trieste, Pane e Pomodoro",41.1175,16.8924
03124101,"Via Cotugno ,1",41.1073,16.8593
04528105,"Corso Umberto 1° ,difronte 276",41.0578,16.8699
08378101,"Via Napoli ,299",41.1272,16.8502
06223001,"via Di Vittorio, 8",41.1072,16.8763
01364003,"Via Modugno - fronte Cimit. Palese",41.143,16.7615
01522102,"Via Udine ,8",41.1636,16.7467
08561002,"C.so Vitt.Veneto parcheggio ex FBN ",41.1287,16.8526
08546102,"Via Van Westerhout, Hotel Mare Pineta",41.1349,16.8313
06235001,"viale Einaudi ,5",41.1006,16.8722
04214001,"via Dello Scoglio,fronte Chiesa S.Rita",41.0694,16.8576
08276002,"Via Giordano ,Ingr. Monumentale Fiera",41.1377,16.838
08561C01,"Corso Vittorio Veneto Parcheggio ex FBN",41.1288,16.8523
02048004,"Via C.Massa ang. De Ribera",41.1271,16.7895
06438001,"piazzale Pugliese ,Edicola",41.092,16.8908
05432003,"Via  Peucetia , 38",41.1134,16.8918
03507004," Via Torre Tresca ,di fronte alla Chiesa",41.1016,16.849
02210102,"via Delle Regioni, di fronte al Civ 44",41.1231,16.7934
