took,timed_out,_shards_total,_shards_successful,_shards_failed,hits_total,hits_max_score,hits_hits__index,hits_hits__type,hits_hits__id,hits_hits__score,hits_hits__source_Data_buono,hits_hits__source_Id_buono,hits_hits__source_Id_distributore,hits_hits__source_Data_registraz,hits_hits__source_Tipo_buono,hits_hits__source_Id_bene,hits_hits__source_Qta_carburante,hits_hits__source_Km_percor,hits_hits__source_Km_attuali,hits_hits__source_Km_contakm,hits_hits__source_Prz_unit_carbur,hits_hits__source_Forzatura_ContaKM,hits_hits__source_Cambio_olio,hits_hits__source_KmCalcolati,hits_hits__source_KmInseriti,hits_hits__source_FuoriRange,hits_hits__source_ConsumoMedioBuonoCorrente,hits_hits__source_UltimoOperatore,hits_hits__source_UltimaModifica,hits_hits__source_Ora_buono,hits_hits__source_Data_quadratura,hits_hits__source_IdMovMag,hits_hits__source_IdRiga,hits_hits__source_Importato_Dal_Noleggio,hits_hits__source_Qta_quadratura,hits_hits__source_Trasferito,hits_hits__source_Id_Cliente,hits_hits__source_Ore_Incremento,hits_hits__source_Ore_Vita,hits_hits__source_Ore_ContaOre,hits_hits__source_ConsumoMedioOreBuonoCorrente,hits_hits__source_Tipo_Inserimento_Ore,hits_hits__source_Tipo_Inserimento_Km,hits_hits__source_FuoriRangeOre,hits_hits__source_Importato_Plus,hits_hits__source_Tipo_rilevazione,hits_hits__source_modello,hits_hits__source_riferimento
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","400609780_1482008651_1480052",1.0,"2017-09-21T08:45:37.000+02:00",254804.0,"01_2","2017-09-22T08:45:37.000+02:00","P",3023.0,106.0,233.0,1030082.0,741547.0,0.0,false,false,741547.0,741547.0,false,2.197,"nl","2017-09-22T08:45:52.000+02:00","1899-12-30T07:45:37.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 167 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","603689779_1482008654_1480052",1.0,"2017-09-21T08:46:04.000+02:00",254807.0,"01_2","2017-09-22T08:46:05.000+02:00","P",7041.0,172.0,378.0,241675.0,241675.0,0.0,false,false,241675.0,241675.0,false,2.197,"nl","2017-09-22T08:46:08.000+02:00","1899-12-30T07:46:04.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 374 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","208867576_1482008655_1480052",1.0,"2017-09-21T08:46:09.000+02:00",254808.0,"01_2","2017-09-22T08:46:10.000+02:00","P",7026.0,145.0,319.0,1017662.0,985897.0,0.0,false,false,985897.0,985897.0,false,2.2,"nl","2017-09-22T08:46:13.000+02:00","1899-12-30T07:46:09.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 382 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-303295601_1482007880_1480051",1.0,"2017-09-20T08:35:32.000+02:00",254768.0,"01_1","2017-09-22T08:35:33.000+02:00","P",7032.0,141.0,310.0,649482.0,649482.0,0.0,false,false,649482.0,649482.0,false,2.197,"nl","2017-09-22T08:35:36.000+02:00","1899-12-30T07:35:32.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 365 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-45130163_1482007905_1480051",1.0,"2017-09-20T08:35:52.000+02:00",254772.0,"01_1","2017-09-22T08:35:52.000+02:00","P",3022.0,80.0,176.0,684472.0,684472.0,0.0,false,false,684472.0,684472.0,false,2.2,"nl","2017-09-22T08:35:56.000+02:00","1899-12-30T07:35:52.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 166 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1196102383_1482007907_1480051",1.0,"2017-09-20T08:36:02.000+02:00",254774.0,"01_1","2017-09-22T08:36:02.000+02:00","P",7003.0,132.0,290.0,676082.0,812445.0,0.0,false,false,812445.0,812445.0,false,2.196,"nl","2017-09-22T08:36:06.000+02:00","1899-12-30T07:36:02.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 172 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1621624720_1482008773_1480051",1.0,"2017-09-21T08:49:37.000+02:00",254842.0,"01_1","2017-09-22T08:49:38.000+02:00","P",9002.0,57.0,125.0,287223.0,287223.0,0.0,false,false,287223.0,287223.0,false,2.192,"nl","2017-09-22T08:49:46.000+02:00","1899-12-30T07:49:37.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","Menarini 221/1","AP 944 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1005473936_1482008774_1480051",1.0,"2017-09-21T08:49:48.000+02:00",254843.0,"01_1","2017-09-22T08:49:48.000+02:00","P",897.0,131.0,339.0,251354.0,251354.0,0.0,false,false,251354.0,251354.0,false,2.587,"nl","2017-09-22T08:49:52.000+02:00","1899-12-30T07:49:48.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO MAGIRUS","BY 897 BZ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1272229462_1482007844_1480051",1.0,"2017-09-20T08:33:59.000+02:00",254753.0,"01_1","2017-09-22T08:34:00.000+02:00","P",5154.0,37.0,81.0,524181.0,946344.0,0.0,false,false,946344.0,946344.0,false,2.189,"nl","2017-09-22T08:34:03.000+02:00","1899-12-30T07:33:59.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","AP 931 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2128297102_1482007849_1480051",1.0,"2017-09-20T08:34:41.000+02:00",254758.0,"01_1","2017-09-22T08:34:42.000+02:00","P",7007.0,143.0,314.0,862155.0,862155.0,0.0,false,false,862155.0,862155.0,false,2.194,"nl","2017-09-22T08:34:45.000+02:00","1899-12-30T07:34:41.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 176 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","732772498_1482008656_1480052",1.0,"2017-09-21T08:46:14.000+02:00",254809.0,"01_2","2017-09-22T08:46:15.000+02:00","P",7023.0,51.0,112.0,1058607.0,495512.0,0.0,false,false,495512.0,495512.0,false,2.196,"nl","2017-09-22T08:46:18.000+02:00","1899-12-30T07:46:14.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 379 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1562919795_1482008679_1480052",1.0,"2017-09-21T08:46:26.000+02:00",254811.0,"01_2","2017-09-22T08:46:27.000+02:00","P",7016.0,235.0,517.0,1074134.0,1047493.0,0.0,false,false,1047493.0,1047493.0,false,2.2,"nl","2017-09-22T08:46:30.000+02:00","1899-12-30T07:46:26.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 372 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1680473908_1482008717_1480052",1.0,"2017-09-21T08:48:10.000+02:00",254828.0,"01_2","2017-09-22T08:48:11.000+02:00","P",3009.0,80.0,176.0,822703.0,822703.0,0.0,false,false,822703.0,822703.0,false,2.2,"nl","2017-09-22T08:48:16.000+02:00","1899-12-30T07:48:10.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","BZ 514 PJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-129899694_1482007843_1480051",1.0,"2017-09-20T08:33:55.000+02:00",254752.0,"01_1","2017-09-22T08:33:55.000+02:00","P",5153.0,30.0,66.0,561223.0,561223.0,0.0,false,false,561223.0,561223.0,false,2.2,"nl","2017-09-22T08:33:58.000+02:00","1899-12-30T07:33:55.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","AP 930 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-997755627_1482008687_1480052",1.0,"2017-09-21T08:47:07.000+02:00",254819.0,"01_2","2017-09-22T08:47:07.000+02:00","P",7009.0,217.0,477.0,346590.0,346590.0,0.0,false,false,346590.0,346590.0,false,2.197,"nl","2017-09-22T08:47:11.000+02:00","1899-12-30T07:47:07.000+01:00","2017-09-22T02:00:00.000+02:00",25074.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 180 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","345881743_1482007967_1480051",1.0,"2017-09-20T08:37:56.000+02:00",254792.0,"01_1","2017-09-22T08:37:56.000+02:00","P",7022.0,32.0,70.0,1062983.0,1062983.0,0.0,false,false,1062983.0,1062983.0,false,2.186,"nl","2017-09-22T08:38:00.000+02:00","1899-12-30T07:37:56.000+01:00","2017-09-22T02:00:00.000+02:00",25070.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 378 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","989481012_1482008837_1480051",1.0,"2017-09-21T08:51:54.000+02:00",254864.0,"01_1","2017-09-22T08:51:55.000+02:00","P",7007.0,163.0,358.0,862513.0,862513.0,0.0,false,false,862513.0,862513.0,false,2.196,"nl","2017-09-22T08:51:57.000+02:00","1899-12-30T07:51:54.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 176 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1257377989_1482008839_1480051",1.0,"2017-09-21T08:52:07.000+02:00",254866.0,"01_1","2017-09-22T08:52:08.000+02:00","P",7012.0,143.0,314.0,706328.0,540828.0,0.0,false,false,540828.0,540828.0,false,2.194,"nl","2017-09-22T08:52:11.000+02:00","1899-12-30T07:52:07.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","EB 852 XD"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-733473067_1482008840_1480051",1.0,"2017-09-21T08:52:12.000+02:00",254867.0,"01_1","2017-09-22T08:52:13.000+02:00","P",3022.0,53.0,116.0,684588.0,684588.0,0.0,false,false,684588.0,684588.0,false,2.188,"nl","2017-09-22T08:52:16.000+02:00","1899-12-30T07:52:12.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 166 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","473150136_1482008810_1480051",1.0,"2017-09-21T08:51:14.000+02:00",254858.0,"01_1","2017-09-22T08:51:15.000+02:00","P",7001.0,54.0,118.0,721085.0,721085.0,0.0,false,false,721085.0,721085.0,false,2.185,"nl","2017-09-22T08:51:21.000+02:00","1899-12-30T07:51:14.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 491 E12.29","BY 170 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2004362011_1482008833_1480051",1.0,"2017-09-21T08:51:28.000+02:00",254860.0,"01_1","2017-09-22T08:51:29.000+02:00","P",3021.0,102.0,224.0,827886.0,827886.0,0.0,false,false,827886.0,827886.0,false,2.196,"nl","2017-09-22T08:51:32.000+02:00","1899-12-30T07:51:28.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 165 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-412648144_1482008836_1480051",1.0,"2017-09-21T08:51:50.000+02:00",254863.0,"01_1","2017-09-22T08:51:50.000+02:00","P",3025.0,106.0,233.0,45438.0,45438.0,0.0,false,false,45438.0,45438.0,false,2.197,"nl","2017-09-22T08:51:53.000+02:00","1899-12-30T07:51:50.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 169 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1076630863_1482009677_1480052",1.0,"2017-09-22T08:33:45.000+02:00",254927.0,"01_2","2017-09-23T08:33:46.000+02:00","P",7028.0,95.0,209.0,756734.0,420609.0,0.0,false,false,420609.0,420609.0,false,2.2,"nl","2017-09-23T08:33:48.000+02:00","1899-12-30T07:33:45.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 384 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","849403215_1482009679_1480052",1.0,"2017-09-22T08:33:54.000+02:00",254929.0,"01_2","2017-09-23T08:33:55.000+02:00","P",7014.0,32.0,70.0,495388.0,495388.0,0.0,false,false,495388.0,495388.0,false,2.186,"nl","2017-09-23T08:33:57.000+02:00","1899-12-30T07:33:54.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 370 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","454581012_1482009701_1480052",1.0,"2017-09-22T08:33:59.000+02:00",254930.0,"01_2","2017-09-23T08:33:59.000+02:00","P",7055.0,41.0,90.0,470161.0,470161.0,0.0,false,false,470161.0,470161.0,false,2.194,"nl","2017-09-23T08:34:02.000+02:00","1899-12-30T07:33:59.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 388 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1078014292_1482009608_1480051",1.0,"2017-09-21T08:55:25.000+02:00",254900.0,"01_1","2017-09-22T08:55:25.000+02:00","P",5043.0,71.0,156.0,458742.0,458742.0,0.0,false,false,458742.0,458742.0,false,2.197,"nl","2017-09-22T08:55:28.000+02:00","1899-12-30T07:55:25.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.12","AN 272 WM"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1731001933_1482009611_1480051",1.0,"2017-09-21T08:55:40.000+02:00",254903.0,"01_1","2017-09-22T08:55:40.000+02:00","P",8107.0,110.0,242.0,221879.0,221879.0,0.0,false,false,221879.0,221879.0,false,2.2,"nl","2017-09-22T08:55:43.000+02:00","1899-12-30T07:55:40.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","Breda 2001.12 LL","BA D38882"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","524814543_1482009644_1480052",1.0,"2017-09-22T08:32:42.000+02:00",254915.0,"01_2","2017-09-23T08:32:43.000+02:00","P",7032.0,144.9,319.0,650412.0,650412.0,0.0,false,false,650412.0,650412.0,false,2.2,"nl","2017-09-23T08:32:46.000+02:00","1899-12-30T07:32:42.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,-0.1,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 365 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","129992340_1482009645_1480052",1.0,"2017-09-22T08:32:47.000+02:00",254916.0,"01_2","2017-09-23T08:32:48.000+02:00","P",3021.0,173.9,382.0,828268.0,828268.0,0.0,false,false,828268.0,828268.0,false,2.194,"nl","2017-09-23T08:32:50.000+02:00","1899-12-30T07:32:47.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,-0.1,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 165 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-2058406738_1482008928_1480051",1.0,"2017-09-21T08:54:40.000+02:00",254892.0,"01_1","2017-09-22T08:54:40.000+02:00","P",7045.0,146.0,321.0,367558.0,367558.0,0.0,false,false,367558.0,367558.0,false,2.197,"nl","2017-09-22T08:54:45.000+02:00","1899-12-30T07:54:40.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 378 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1549084364_1482008934_1480051",1.0,"2017-09-21T08:55:14.000+02:00",254898.0,"01_1","2017-09-22T08:55:15.000+02:00","P",5144.0,86.0,189.0,462201.0,462201.0,0.0,false,false,462201.0,462201.0,false,2.197,"nl","2017-09-22T08:55:19.000+02:00","1899-12-30T07:55:14.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","EZ 864 HH"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-762814442_1482009672_1480052",1.0,"2017-09-22T08:33:17.000+02:00",254922.0,"01_2","2017-09-23T08:33:18.000+02:00","P",7041.0,176.0,387.0,242062.0,242062.0,0.0,false,false,242062.0,242062.0,false,2.197,"nl","2017-09-23T08:33:21.000+02:00","1899-12-30T07:33:17.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 374 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-238909520_1482009673_1480052",1.0,"2017-09-22T08:33:22.000+02:00",254923.0,"01_2","2017-09-23T08:33:22.000+02:00","P",7012.0,136.0,299.0,706627.0,541127.0,0.0,false,false,541127.0,541127.0,false,2.197,"nl","2017-09-23T08:33:26.000+02:00","1899-12-30T07:33:22.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","EB 852 XD"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1380492918_1482008900_1480051",1.0,"2017-09-21T08:53:58.000+02:00",254885.0,"01_1","2017-09-22T08:53:58.000+02:00","P",3017.0,158.0,347.0,401270.0,401270.0,0.0,false,false,401270.0,401270.0,false,2.196,"nl","2017-09-22T08:54:01.000+02:00","1899-12-30T07:53:58.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 161 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","163097464_1482008873_1480051",1.0,"2017-09-21T08:53:16.000+02:00",254879.0,"01_1","2017-09-22T08:53:17.000+02:00","P",7035.0,165.0,363.0,849736.0,723722.0,0.0,false,false,723722.0,723722.0,false,2.2,"nl","2017-09-22T08:53:21.000+02:00","1899-12-30T07:53:16.000+01:00","2017-09-22T02:00:00.000+02:00",25073.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 368 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1391607886_1482009735_1480051",1.0,"2017-09-22T08:38:47.000+02:00",254943.0,"01_1","2017-09-23T08:38:48.000+02:00","P",9002.0,27.0,59.0,287282.0,287282.0,0.0,false,false,287282.0,287282.0,false,2.185,"nl","2017-09-23T08:38:56.000+02:00","1899-12-30T07:38:47.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","Menarini 221/1","AP 944 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1520690605_1482009736_1480051",1.0,"2017-09-22T08:38:57.000+02:00",254944.0,"01_1","2017-09-23T08:38:58.000+02:00","P",5043.0,55.0,121.0,458863.0,458863.0,0.0,false,false,458863.0,458863.0,false,2.2,"nl","2017-09-23T08:39:01.000+02:00","1899-12-30T07:38:57.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.12","AN 272 WM"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","158219508_1482009771_1480051",1.0,"2017-09-22T08:40:11.000+02:00",254958.0,"01_1","2017-09-23T08:40:11.000+02:00","P",3031.0,46.0,101.0,42423.0,42423.0,0.0,false,false,42423.0,42423.0,false,2.194,"nl","2017-09-23T08:40:14.000+02:00","1899-12-30T07:40:11.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 175 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1818514102_1482009797_1480051",1.0,"2017-09-22T08:40:35.000+02:00",254963.0,"01_1","2017-09-23T08:40:35.000+02:00","P",7010.0,32.0,70.0,812322.0,812322.0,0.0,false,false,812322.0,812322.0,false,2.186,"nl","2017-09-23T08:40:40.000+02:00","1899-12-30T07:40:35.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 181 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1827275850_1482009887_1480051",1.0,"2017-09-22T08:42:59.000+02:00",254990.0,"01_1","2017-09-23T08:43:00.000+02:00","P",7003.0,105.0,231.0,676313.0,812676.0,0.0,false,false,812676.0,812676.0,false,2.2,"nl","2017-09-23T08:43:02.000+02:00","1899-12-30T07:42:59.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 172 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1181296711_1482009889_1480051",1.0,"2017-09-22T08:43:08.000+02:00",254992.0,"01_1","2017-09-23T08:43:09.000+02:00","P",7034.0,168.0,369.0,136262.0,136262.0,0.0,false,false,136262.0,136262.0,false,2.196,"nl","2017-09-23T08:43:11.000+02:00","1899-12-30T07:43:08.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 367 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1251483694_1482009798_1480051",1.0,"2017-09-22T08:40:42.000+02:00",254964.0,"01_1","2017-09-23T08:40:42.000+02:00","P",7037.0,186.0,409.0,709932.0,709932.0,0.0,false,false,709932.0,709932.0,false,2.197,"nl","2017-09-23T08:40:45.000+02:00","1899-12-30T07:40:42.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 370 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","150645462_1482009799_1480051",1.0,"2017-09-22T08:40:46.000+02:00",254965.0,"01_1","2017-09-23T08:40:47.000+02:00","P",7007.0,144.0,316.0,862829.0,862829.0,0.0,false,false,862829.0,862829.0,false,2.193,"nl","2017-09-23T08:40:50.000+02:00","1899-12-30T07:40:46.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 176 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1443225898_1482009825_1480051",1.0,"2017-09-22T08:41:14.000+02:00",254970.0,"01_1","2017-09-23T08:41:14.000+02:00","P",3016.0,155.0,341.0,737712.0,721833.0,0.0,false,false,721833.0,721833.0,false,2.2,"nl","2017-09-23T08:41:17.000+02:00","1899-12-30T07:41:14.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 160 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1753547792_1482009706_1480052",1.0,"2017-09-22T08:34:23.000+02:00",254935.0,"01_2","2017-09-23T08:34:23.000+02:00","P",3012.0,106.0,233.0,602286.0,600198.0,0.0,false,false,600198.0,600198.0,false,2.197,"nl","2017-09-23T08:34:27.000+02:00","1899-12-30T07:34:23.000+01:00","2017-09-23T02:00:00.000+02:00",25077.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 156 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-365685414_1482009770_1480051",1.0,"2017-09-22T08:40:06.000+02:00",254957.0,"01_1","2017-09-23T08:40:06.000+02:00","P",3009.0,130.0,286.0,822989.0,822989.0,0.0,false,false,822989.0,822989.0,false,2.2,"nl","2017-09-23T08:40:10.000+02:00","1899-12-30T07:40:06.000+01:00","2017-09-23T02:00:00.000+02:00",25076.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","BZ 514 PJ"
