took,timed_out,_shards_total,_shards_successful,_shards_failed,hits_total,hits_max_score,hits_hits__index,hits_hits__type,hits_hits__id,hits_hits__score,hits_hits__source_Data_buono,hits_hits__source_Id_buono,hits_hits__source_Id_distributore,hits_hits__source_Data_registraz,hits_hits__source_Tipo_buono,hits_hits__source_Id_bene,hits_hits__source_Qta_carburante,hits_hits__source_Km_percor,hits_hits__source_Km_attuali,hits_hits__source_Km_contakm,hits_hits__source_Prz_unit_carbur,hits_hits__source_Forzatura_ContaKM,hits_hits__source_Cambio_olio,hits_hits__source_KmCalcolati,hits_hits__source_KmInseriti,hits_hits__source_FuoriRange,hits_hits__source_ConsumoMedioBuonoCorrente,hits_hits__source_UltimoOperatore,hits_hits__source_UltimaModifica,hits_hits__source_Ora_buono,hits_hits__source_Data_quadratura,hits_hits__source_IdMovMag,hits_hits__source_IdRiga,hits_hits__source_Importato_Dal_Noleggio,hits_hits__source_Qta_quadratura,hits_hits__source_Trasferito,hits_hits__source_Id_Cliente,hits_hits__source_Ore_Incremento,hits_hits__source_Ore_Vita,hits_hits__source_Ore_ContaOre,hits_hits__source_ConsumoMedioOreBuonoCorrente,hits_hits__source_Tipo_Inserimento_Ore,hits_hits__source_Tipo_Inserimento_Km,hits_hits__source_FuoriRangeOre,hits_hits__source_Importato_Plus,hits_hits__source_Tipo_rilevazione,hits_hits__source_modello,hits_hits__source_riferimento
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1692122414_1481971299_1480051",1.0,"2017-09-02T15:26:08.000+02:00",253047.0,"01_1","2017-09-07T15:26:09.000+02:00","P",3014.0,5.0,11.0,336112.0,336112.0,0.0,false,false,336112.0,336112.0,false,2.2,"nl","2017-09-07T15:26:15.000+02:00","1899-12-30T14:26:08.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 158 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1333992805_1481971362_1480051",1.0,"2017-09-02T15:28:23.000+02:00",253068.0,"01_1","2017-09-07T15:28:24.000+02:00","P",7048.0,142.0,312.0,379392.0,377535.0,0.0,false,false,377535.0,377535.0,false,2.197,"nl","2017-09-07T15:28:30.000+02:00","1899-12-30T14:28:23.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 381 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","35026025_1481971358_1480051",1.0,"2017-09-02T15:27:59.000+02:00",253064.0,"01_1","2017-09-07T15:27:59.000+02:00","P",7037.0,159.0,349.0,703765.0,703765.0,0.0,false,false,703765.0,703765.0,false,2.193,"nl","2017-09-07T15:28:04.000+02:00","1899-12-30T14:27:59.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 370 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","354959568_1481971450_1480051",1.0,"2017-09-02T15:32:16.000+02:00",253093.0,"01_1","2017-09-07T15:32:16.000+02:00","P",3001.0,116.0,255.0,749116.0,749116.0,0.0,false,false,749116.0,749116.0,false,2.197,"nl","2017-09-07T15:32:21.000+02:00","1899-12-30T14:32:16.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","BZ 506 PJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-918086869_1481971451_1480051",1.0,"2017-09-02T15:32:22.000+02:00",253094.0,"01_1","2017-09-07T15:32:22.000+02:00","P",3026.0,86.0,189.0,750335.0,750335.0,0.0,false,false,750335.0,750335.0,false,2.197,"nl","2017-09-07T15:32:26.000+02:00","1899-12-30T14:32:22.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 170 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1312909072_1481971452_1480051",1.0,"2017-09-02T15:32:27.000+02:00",253095.0,"01_1","2017-09-07T15:32:28.000+02:00","P",5145.0,105.0,231.0,843918.0,843918.0,0.0,false,false,843918.0,843918.0,false,2.2,"nl","2017-09-07T15:32:32.000+02:00","1899-12-30T14:32:27.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","AP 922 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2085487693_1481971425_1480051",1.0,"2017-09-02T15:31:23.000+02:00",253089.0,"01_1","2017-09-07T15:31:24.000+02:00","P",3025.0,172.0,378.0,41912.0,41912.0,0.0,false,false,41912.0,41912.0,false,2.197,"nl","2017-09-07T15:31:34.000+02:00","1899-12-30T14:31:23.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 169 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1379332306_1481971447_1480051",1.0,"2017-09-02T15:31:35.000+02:00",253090.0,"01_1","2017-09-07T15:31:35.000+02:00","P",7034.0,103.0,226.0,129913.0,129913.0,0.0,false,false,129913.0,129913.0,false,2.193,"nl","2017-09-07T15:32:05.000+02:00","1899-12-30T14:31:35.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 367 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1795238242_1481971390_1480051",1.0,"2017-09-02T15:29:10.000+02:00",253075.0,"01_1","2017-09-07T15:29:11.000+02:00","P",7008.0,50.0,110.0,682165.0,682165.0,0.0,false,false,682165.0,682165.0,false,2.2,"nl","2017-09-07T15:29:16.000+02:00","1899-12-30T14:29:10.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 177 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1411416319_1481971394_1480051",1.0,"2017-09-02T15:29:42.000+02:00",253079.0,"01_1","2017-09-07T15:29:42.000+02:00","P",7031.0,56.0,123.0,725381.0,724862.0,0.0,false,false,724862.0,724862.0,false,2.196,"nl","2017-09-07T15:29:46.000+02:00","1899-12-30T14:29:42.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 364 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","273295146_1481972196_1480052",1.0,"2017-09-02T15:39:39.000+02:00",253125.0,"01_2","2017-09-07T15:39:39.000+02:00","P",3018.0,57.0,125.0,658585.0,658585.0,0.0,false,false,658585.0,658585.0,false,2.192,"nl","2017-09-07T15:39:53.000+02:00","1899-12-30T14:39:39.000+01:00","2017-09-07T02:00:00.000+02:00",25032.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 162 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1681810932_1481971456_1480051",1.0,"2017-09-02T15:33:02.000+02:00",253099.0,"01_1","2017-09-07T15:33:02.000+02:00","P",7016.0,89.0,195.0,1068580.0,1041939.0,0.0,false,false,1041939.0,1041939.0,false,2.19,"nl","2017-09-07T15:33:10.000+02:00","1899-12-30T14:33:02.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 372 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1294562775_1481972132_1480051",1.0,"2017-09-02T15:33:32.000+02:00",253103.0,"01_1","2017-09-07T15:33:32.000+02:00","P",9002.0,65.0,143.0,285302.0,285302.0,0.0,false,false,285302.0,285302.0,false,2.2,"nl","2017-09-07T15:33:36.000+02:00","1899-12-30T14:33:32.000+01:00","2017-09-07T02:00:00.000+02:00",25031.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","Menarini 221/1","AP 944 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-797594238_1481972258_1480051",1.0,"2017-09-03T15:48:41.000+02:00",253145.0,"01_1","2017-09-07T15:48:42.000+02:00","P",7032.0,99.0,217.0,644776.0,644776.0,0.0,false,false,644776.0,644776.0,false,2.19,"nl","2017-09-07T15:48:46.000+02:00","1899-12-30T14:48:41.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 365 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2037364208_1481972162_1480052",1.0,"2017-09-02T15:35:19.000+02:00",253112.0,"01_2","2017-09-07T15:35:19.000+02:00","P",7055.0,185.0,407.0,464528.0,464528.0,0.0,false,false,464528.0,464528.0,false,2.2,"nl","2017-09-07T15:35:24.000+02:00","1899-12-30T14:35:19.000+01:00","2017-09-07T02:00:00.000+02:00",25032.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 388 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1660888302_1481972169_1480052",1.0,"2017-09-02T15:36:29.000+02:00",253119.0,"01_2","2017-09-07T15:36:29.000+02:00","P",7050.0,56.0,123.0,514398.0,514398.0,0.0,false,false,514398.0,514398.0,false,2.196,"nl","2017-09-07T15:36:34.000+02:00","1899-12-30T14:36:29.000+01:00","2017-09-07T02:00:00.000+02:00",25032.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 383 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1956140504_1481972287_1480051",1.0,"2017-09-03T15:49:26.000+02:00",253153.0,"01_1","2017-09-07T15:49:26.000+02:00","P",3016.0,92.0,202.0,730595.0,714716.0,0.0,false,false,714716.0,714716.0,false,2.194,"nl","2017-09-07T15:49:34.000+02:00","1899-12-30T14:49:26.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 160 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-30106426_1481972288_1480051",1.0,"2017-09-03T15:49:35.000+02:00",253154.0,"01_1","2017-09-07T15:49:35.000+02:00","P",7011.0,82.0,180.0,240309.0,240309.0,0.0,false,false,240309.0,240309.0,false,2.194,"nl","2017-09-07T15:49:38.000+02:00","1899-12-30T14:49:35.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 367 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1372022730_1481972289_1480051",1.0,"2017-09-03T15:49:39.000+02:00",253155.0,"01_1","2017-09-07T15:49:39.000+02:00","P",7037.0,80.0,176.0,703941.0,703941.0,0.0,false,false,703941.0,703941.0,false,2.2,"nl","2017-09-07T15:49:43.000+02:00","1899-12-30T14:49:39.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 370 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1573154066_1481973128_1480051",1.0,"2017-09-04T16:04:09.000+02:00",253217.0,"01_1","2017-09-07T16:04:09.000+02:00","P",7016.0,183.0,402.0,1069026.0,1042385.0,0.0,false,false,1042385.0,1042385.0,false,2.196,"nl","2017-09-07T16:04:12.000+02:00","1899-12-30T15:04:09.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 372 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","747702215_1481973129_1480051",1.0,"2017-09-04T16:04:13.000+02:00",253218.0,"01_1","2017-09-07T16:04:13.000+02:00","P",7020.0,212.0,466.0,385838.0,140472.0,0.0,false,false,140472.0,140472.0,false,2.197,"nl","2017-09-07T16:04:18.000+02:00","1899-12-30T15:04:13.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 376 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1492148284_1481973153_1480051",1.0,"2017-09-04T16:04:32.000+02:00",253221.0,"01_1","2017-09-07T16:04:33.000+02:00","P",7033.0,168.0,369.0,799413.0,730172.0,0.0,false,false,730172.0,730172.0,false,2.196,"nl","2017-09-07T16:04:37.000+02:00","1899-12-30T15:04:32.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 366 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-2134363674_1481973188_1480051",1.0,"2017-09-04T16:05:57.000+02:00",253235.0,"01_1","2017-09-07T16:05:57.000+02:00","P",5158.0,134.0,294.0,822325.0,822325.0,0.0,false,false,822325.0,822325.0,false,2.193,"nl","2017-09-07T16:06:02.000+02:00","1899-12-30T15:05:57.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","AP 935 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1662619043_1481973191_1480051",1.0,"2017-09-04T16:06:22.000+02:00",253238.0,"01_1","2017-09-07T16:06:23.000+02:00","P",8107.0,231.0,508.0,219951.0,219951.0,0.0,false,false,219951.0,219951.0,false,2.198,"nl","2017-09-07T16:06:31.000+02:00","1899-12-30T15:06:22.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","Breda 2001.12 LL","BA D38882"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1949629972_1481973161_1480051",1.0,"2017-09-04T16:05:19.000+02:00",253229.0,"01_1","2017-09-07T16:05:20.000+02:00","P",7026.0,82.0,180.0,1012798.0,981033.0,0.0,false,false,981033.0,981033.0,false,2.194,"nl","2017-09-07T16:05:23.000+02:00","1899-12-30T15:05:19.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 382 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1425725050_1481973183_1480051",1.0,"2017-09-04T16:05:24.000+02:00",253230.0,"01_1","2017-09-07T16:05:24.000+02:00","P",3022.0,100.0,220.0,681587.0,681587.0,0.0,false,false,681587.0,681587.0,false,2.2,"nl","2017-09-07T16:05:28.000+02:00","1899-12-30T15:05:24.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 166 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2016984903_1481973099_1480051",1.0,"2017-09-04T16:02:33.000+02:00",253209.0,"01_1","2017-09-07T16:02:33.000+02:00","P",7011.0,158.0,347.0,240656.0,240656.0,0.0,false,false,240656.0,240656.0,false,2.196,"nl","2017-09-07T16:02:36.000+02:00","1899-12-30T15:02:33.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 367 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","858438637_1481973123_1480051",1.0,"2017-09-04T16:03:18.000+02:00",253212.0,"01_1","2017-09-07T16:03:19.000+02:00","P",3028.0,165.0,363.0,598450.0,598450.0,0.0,false,false,598450.0,598450.0,false,2.2,"nl","2017-09-07T16:03:23.000+02:00","1899-12-30T15:03:18.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 172 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1895927652_1481972290_1480051",1.0,"2017-09-03T15:49:44.000+02:00",253156.0,"01_1","2017-09-07T15:49:44.000+02:00","P",3019.0,80.0,176.0,627345.0,627345.0,0.0,false,false,627345.0,627345.0,false,2.2,"nl","2017-09-07T15:49:50.000+02:00","1899-12-30T14:49:44.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 163 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1174070144_1481972291_1480051",1.0,"2017-09-03T15:49:51.000+02:00",253157.0,"01_1","2017-09-07T15:49:52.000+02:00","P",3030.0,123.0,270.0,751669.0,751669.0,0.0,false,false,751669.0,751669.0,false,2.194,"nl","2017-09-07T15:49:54.000+02:00","1899-12-30T14:49:51.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 174 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","1732505712_1481972320_1480051",1.0,"2017-09-03T15:50:35.000+02:00",253165.0,"01_1","2017-09-07T15:50:36.000+02:00","P",3012.0,114.0,250.0,598195.0,596107.0,0.0,false,false,596107.0,596107.0,false,2.192,"nl","2017-09-07T15:50:44.000+02:00","1899-12-30T14:50:35.000+01:00","2017-09-07T02:00:00.000+02:00",25033.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 156 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1292878582_1481973215_1480052",1.0,"2017-09-04T16:07:08.000+02:00",253241.0,"01_2","2017-09-07T16:07:09.000+02:00","P",7049.0,151.0,332.0,1104161.0,256266.0,0.0,false,false,256266.0,256266.0,false,2.197,"nl","2017-09-07T16:07:12.000+02:00","1899-12-30T15:07:08.000+01:00","2017-09-07T02:00:00.000+02:00",25036.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 382 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","168146310_1481973157_1480051",1.0,"2017-09-04T16:04:56.000+02:00",253225.0,"01_1","2017-09-07T16:04:56.000+02:00","P",3029.0,128.0,281.0,602942.0,602942.0,0.0,false,false,602942.0,602942.0,false,2.194,"nl","2017-09-07T16:05:03.000+02:00","1899-12-30T15:04:56.000+01:00","2017-09-07T02:00:00.000+02:00",25035.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 173 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1596280154_1481973312_1480051",1.0,"2017-09-05T16:17:04.000+02:00",253275.0,"01_1","2017-09-07T16:17:04.000+02:00","P",3019.0,173.0,380.0,628092.0,628092.0,0.0,false,false,628092.0,628092.0,false,2.196,"nl","2017-09-07T16:17:12.000+02:00","1899-12-30T15:17:04.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 163 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","329753924_1481973313_1480051",1.0,"2017-09-05T16:17:13.000+02:00",253276.0,"01_1","2017-09-07T16:17:13.000+02:00","P",7037.0,176.0,387.0,704793.0,704793.0,0.0,false,false,704793.0,704793.0,false,2.197,"nl","2017-09-07T16:17:16.000+02:00","1899-12-30T15:17:13.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 370 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-2039179294_1481973315_1480051",1.0,"2017-09-05T16:17:22.000+02:00",253278.0,"01_1","2017-09-07T16:17:22.000+02:00","P",7010.0,43.0,94.0,807827.0,807827.0,0.0,false,false,807827.0,807827.0,false,2.185,"nl","2017-09-07T16:17:27.000+02:00","1899-12-30T15:17:22.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 181 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1906332826_1481973377_1480051",1.0,"2017-09-05T16:19:06.000+02:00",253298.0,"01_1","2017-09-07T16:19:07.000+02:00","P",3022.0,22.0,48.0,681635.0,681635.0,0.0,false,false,681635.0,681635.0,false,2.181,"nl","2017-09-07T16:19:09.000+02:00","1899-12-30T15:19:06.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 166 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2037638025_1481973307_1480052",1.0,"2017-09-04T16:10:32.000+02:00",253270.0,"01_2","2017-09-07T16:10:32.000+02:00","P",5164.0,114.0,250.0,635887.0,377739.0,0.0,false,false,377739.0,377739.0,false,2.192,"nl","2017-09-07T16:10:41.000+02:00","1899-12-30T15:10:32.000+01:00","2017-09-07T02:00:00.000+02:00",25036.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IVECO 490 E2.10","AP 941 JJ"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1210488921_1481974151_1480052",1.0,"2017-09-05T16:22:54.000+02:00",253337.0,"01_2","2017-09-07T16:22:54.000+02:00","P",3031.0,106.0,233.0,38723.0,38723.0,0.0,false,false,38723.0,38723.0,false,2.197,"nl","2017-09-07T16:22:57.000+02:00","1899-12-30T15:22:54.000+01:00","2017-09-07T02:00:00.000+02:00",25038.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 175 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","2048052874_1481974059_1480051",1.0,"2017-09-05T16:20:00.000+02:00",253308.0,"01_1","2017-09-07T16:20:01.000+02:00","P",3022.0,105.0,231.0,681866.0,681866.0,0.0,false,false,681866.0,681866.0,false,2.2,"nl","2017-09-07T16:20:07.000+02:00","1899-12-30T15:20:00.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS Europolis","DE 166 XW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-649279313_1481974091_1480051",1.0,"2017-09-05T16:21:06.000+02:00",253319.0,"01_1","2017-09-07T16:21:06.000+02:00","P",7048.0,113.0,248.0,380306.0,378449.0,0.0,false,false,378449.0,378449.0,false,2.193,"nl","2017-09-07T16:21:09.000+02:00","1899-12-30T15:21:06.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 381 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","64014440_1481973316_1480051",1.0,"2017-09-05T16:17:28.000+02:00",253279.0,"01_1","2017-09-07T16:17:28.000+02:00","P",7033.0,157.0,345.0,799758.0,730517.0,0.0,false,false,730517.0,730517.0,false,2.197,"nl","2017-09-07T16:17:31.000+02:00","1899-12-30T15:17:28.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 366 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","920082080_1481973345_1480051",1.0,"2017-09-05T16:18:10.000+02:00",253287.0,"01_1","2017-09-07T16:18:10.000+02:00","P",7053.0,141.0,310.0,835522.0,626337.0,0.0,false,false,626337.0,626337.0,false,2.197,"nl","2017-09-07T16:18:15.000+02:00","1899-12-30T15:18:10.000+01:00","2017-09-07T02:00:00.000+02:00",25037.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","DB 386 AS"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-1082790081_1481973221_1480052",1.0,"2017-09-04T16:07:41.000+02:00",253247.0,"01_2","2017-09-07T16:07:41.000+02:00","P",7025.0,50.0,110.0,777188.0,777188.0,0.0,false,false,777188.0,777188.0,false,2.2,"nl","2017-09-07T16:07:46.000+02:00","1899-12-30T15:07:41.000+01:00","2017-09-07T02:00:00.000+02:00",25036.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 381 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-971825717_1481975144_1480052",1.0,"2017-09-06T09:25:58.000+02:00",253448.0,"01_2","2017-09-08T09:25:59.000+02:00","P",7014.0,143.0,314.0,493345.0,493345.0,0.0,false,false,493345.0,493345.0,false,2.194,"nl","2017-09-08T09:26:06.000+02:00","1899-12-30T08:25:58.000+01:00","2017-09-08T02:00:00.000+02:00",25040.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","BY 370 BW"
33.0,false,5.0,5.0,0.0,26753.0,1.0,"vw_amtab_consumi","default","-325846578_1481975145_1480052",1.0,"2017-09-06T09:26:07.000+02:00",253449.0,"01_2","2017-09-08T09:26:07.000+02:00","P",7012.0,151.0,332.0,702594.0,537094.0,0.0,false,false,537094.0,537094.0,false,2.197,"nl","2017-09-08T09:26:10.000+02:00","1899-12-30T08:26:07.000+01:00","2017-09-08T02:00:00.000+02:00",25040.0,1.0,false,0.0,false,1.0,0.0,0.0,0.0,0.0,"I","I",false,false,"K","IRISBUS 491","EB 852 XD"
