took,timed_out,shards_total,shards_successful,shards_failed,hits_total,hits_max_score,hits_hits__index,hits_hits__type,hits_hits__id,hits_hits__score,hits_hits__source_id_quartiere,hits_hits__source_id_municipio,hits_hits__source_id_circoscrizione,hits_hits__source_ora,hits_hits__source_id_corsa,hits_hits__source_totale_rilevazioni,hits_hits__source_id_data,hits_hits__source_municipio,hits_hits__source_quartiere,hits_hits__source_flag_amtab_mezzi,hits_hits__source_data,hits_hits__source_anno,hits_hits__source_data_anno
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","12_1_140_15_184203_20170307",1.0,12.0,1.0,140.0,15.0,"184203",1.0,2.0170307E7,"MUNICIPIO N.5","XII - PALESE - MACCHIE",1.0,"2017-03-07","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_15_184536_20170307",1.0,2.0,3.0,168.0,15.0,"184536",1.0,2.0170307E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-07","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_12_185095_20170315",1.0,10.0,4.0,227.0,12.0,"185095",1.0,2.0170315E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_12_185102_20170315",1.0,10.0,4.0,227.0,12.0,"185102",1.0,2.0170315E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_15_192265_20170307",1.0,14.0,2.0,240.0,15.0,"192265",1.0,2.0170307E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-07","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_12_192169_20170315",1.0,14.0,2.0,240.0,12.0,"192169",1.0,2.0170315E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_12_192259_20170315",1.0,14.0,2.0,240.0,12.0,"192259",1.0,2.0170315E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_12_192260_20170315",1.0,14.0,2.0,240.0,12.0,"192260",1.0,2.0170315E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_12_184983_20170315",1.0,6.0,5.0,176.0,12.0,"184983",2.0,2.0170315E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_10_186835_20170315",1.0,8.0,5.0,151.0,10.0,"186835",1.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_15_184479_20170307",1.0,2.0,3.0,93.0,15.0,"184479",1.0,2.0170307E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-07","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_15_160478_20170307",1.0,2.0,3.0,93.0,15.0,"160478",1.0,2.0170307E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-07","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_12_186936_20170315",1.0,8.0,5.0,151.0,12.0,"186936",2.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_12_184577_20170315",1.0,4.0,3.0,227.0,12.0,"184577",1.0,2.0170315E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","15_2_240_12_192259_20170315",1.0,15.0,2.0,240.0,12.0,"192259",1.0,2.0170315E7,"MUNICIPIO N.4","XV - CEGLIE DEL CAMPO",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_12_122175_20170315",1.0,14.0,2.0,240.0,12.0,"122175",1.0,2.0170315E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_93_12_125880_20170315",1.0,5.0,3.0,93.0,12.0,"125880",1.0,2.0170315E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_12_160456_20170315",1.0,6.0,5.0,176.0,12.0,"160456",1.0,2.0170315E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","11_4_148_12_185109_20170315",1.0,11.0,4.0,148.0,12.0,"185109",1.0,2.0170315E7,"MUNICIPIO N.3","XI - SAN PAOLO",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_12_187007_20170315",1.0,2.0,3.0,168.0,12.0,"187007",1.0,2.0170315E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_12_186842_20170315",1.0,8.0,5.0,151.0,12.0,"186842",2.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_12_144776_20170315",1.0,5.0,3.0,139.0,12.0,"144776",3.0,2.0170315E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_12_190927_20170315",1.0,9.0,4.0,148.0,12.0,"190927",1.0,2.0170315E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_12_186837_20170315",1.0,8.0,5.0,151.0,12.0,"186837",1.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","11_1_148_11_184052_20170315",1.0,11.0,1.0,148.0,11.0,"184052",1.0,2.0170315E7,"MUNICIPIO N.5","XI - SAN PAOLO",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_12_185081_20170315",1.0,2.0,3.0,168.0,12.0,"185081",1.0,2.0170315E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_12_186457_20170315",1.0,2.0,3.0,93.0,12.0,"186457",1.0,2.0170315E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","13_1_140_11_184051_20170315",1.0,13.0,1.0,140.0,11.0,"184051",5.0,2.0170315E7,"MUNICIPIO N.5","XIII - SANTO SPIRITO",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_12_185095_20170315",1.0,2.0,3.0,227.0,12.0,"185095",1.0,2.0170315E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","13_1_140_12_184050_20170315",1.0,13.0,1.0,140.0,12.0,"184050",2.0,2.0170315E7,"MUNICIPIO N.5","XIII - SANTO SPIRITO",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_12_184580_20170315",1.0,5.0,3.0,139.0,12.0,"184580",2.0,2.0170315E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","1_3_168_12_158704_20170315",1.0,1.0,3.0,168.0,12.0,"158704",1.0,2.0170315E7,"MUNICIPIO N.1","I - SAN NICOLA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_12_184139_20170315",1.0,8.0,5.0,151.0,12.0,"184139",1.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_176_12_160460_20170315",1.0,7.0,5.0,176.0,12.0,"160460",1.0,2.0170315E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_176_12_160456_20170315",1.0,7.0,5.0,176.0,12.0,"160456",1.0,2.0170315E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","7_5_176_12_160457_20170315",1.0,7.0,5.0,176.0,12.0,"160457",1.0,2.0170315E7,"MUNICIPIO N.2","VII - CARRASSI",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_12_184110_20170315",1.0,8.0,5.0,151.0,12.0,"184110",1.0,2.0170315E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","3_3_93_12_159722_20170315",1.0,3.0,3.0,93.0,12.0,"159722",1.0,2.0170315E7,"MUNICIPIO N.1","III - MADONNELLA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_12_184897_20170315",1.0,9.0,4.0,148.0,12.0,"184897",1.0,2.0170315E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_12_184515_20170315",1.0,5.0,3.0,139.0,12.0,"184515",1.0,2.0170315E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_12_125979_20170315",1.0,2.0,3.0,93.0,12.0,"125979",1.0,2.0170315E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_22_185087_20170316",1.0,10.0,4.0,227.0,22.0,"185087",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_13_187011_20170316",1.0,2.0,3.0,93.0,13.0,"187011",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_19_160489_20170316",1.0,14.0,2.0,240.0,19.0,"160489",1.0,2.0170316E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_19_185085_20170316",1.0,9.0,4.0,148.0,19.0,"185085",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_93_10_159699_20170316",1.0,5.0,3.0,93.0,10.0,"159699",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_93_10_159698_20170316",1.0,5.0,3.0,93.0,10.0,"159698",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_22_185094_20170316",1.0,10.0,4.0,227.0,22.0,"185094",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_10_185088_20170316",1.0,10.0,4.0,227.0,10.0,"185088",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_17_122151_20170316",1.0,14.0,2.0,240.0,17.0,"122151",1.0,2.0170316E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","17_3_139_12_187022_20170315",1.0,17.0,3.0,139.0,12.0,"187022",1.0,2.0170315E7,"MUNICIPIO N.1","XVII - TORRE A MARE",1.0,"2017-03-15","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","5_3_139_21_125908_20170316",1.0,5.0,3.0,139.0,21.0,"125908",1.0,2.0170316E7,"MUNICIPIO N.1","V - JAPIGIA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_17_184999_20170316",1.0,2.0,3.0,168.0,17.0,"184999",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_11_124533_20170316",1.0,2.0,3.0,227.0,11.0,"124533",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_22_185012_20170316",1.0,10.0,4.0,227.0,22.0,"185012",2.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_14_185096_20170316",1.0,10.0,4.0,227.0,14.0,"185096",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","3_3_93_15_125890_20170316",1.0,3.0,3.0,93.0,15.0,"125890",1.0,2.0170316E7,"MUNICIPIO N.1","III - MADONNELLA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_12_186847_20170316",1.0,2.0,3.0,227.0,12.0,"186847",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","11_1_148_5_184176_20170316",1.0,11.0,1.0,148.0,5.0,"184176",1.0,2.0170316E7,"MUNICIPIO N.5","XI - SAN PAOLO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_12_144804_20170316",1.0,6.0,5.0,176.0,12.0,"144804",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_16_124573_20170316",1.0,2.0,3.0,227.0,16.0,"124573",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","15_2_240_21_192277_20170316",1.0,15.0,2.0,240.0,21.0,"192277",1.0,2.0170316E7,"MUNICIPIO N.4","XV - CEGLIE DEL CAMPO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","15_2_240_21_192273_20170316",1.0,15.0,2.0,240.0,21.0,"192273",1.0,2.0170316E7,"MUNICIPIO N.4","XV - CEGLIE DEL CAMPO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","15_2_240_17_192267_20170316",1.0,15.0,2.0,240.0,17.0,"192267",1.0,2.0170316E7,"MUNICIPIO N.4","XV - CEGLIE DEL CAMPO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","3_3_93_12_125870_20170316",1.0,3.0,3.0,93.0,12.0,"125870",1.0,2.0170316E7,"MUNICIPIO N.1","III - MADONNELLA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_13_185089_20170316",1.0,9.0,4.0,148.0,13.0,"185089",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_13_144804_20170316",1.0,6.0,5.0,176.0,13.0,"144804",2.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_17_185098_20170316",1.0,10.0,4.0,227.0,17.0,"185098",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_17_185098_20170316",1.0,9.0,4.0,148.0,17.0,"185098",1.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_14_185090_20170316",1.0,10.0,4.0,227.0,14.0,"185090",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_20_185008_20170316",1.0,10.0,4.0,227.0,20.0,"185008",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_3_192263_20170316",1.0,9.0,4.0,148.0,3.0,"192263",2.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_11_125853_20170316",1.0,2.0,3.0,168.0,11.0,"125853",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_10_192930_20170316",1.0,8.0,5.0,151.0,10.0,"192930",4.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_14_185122_20170316",1.0,4.0,3.0,227.0,14.0,"185122",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_11_185114_20170316",1.0,10.0,4.0,227.0,11.0,"185114",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_10_192153_20170316",1.0,14.0,2.0,240.0,10.0,"192153",1.0,2.0170316E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_18_144804_20170316",1.0,6.0,5.0,176.0,18.0,"144804",3.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_19_185118_20170316",1.0,4.0,3.0,227.0,19.0,"185118",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","4_3_227_18_185124_20170316",1.0,4.0,3.0,227.0,18.0,"185124",1.0,2.0170316E7,"MUNICIPIO N.1","IV - LIBERTA'",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_5_168_17_185237_20170316",1.0,2.0,5.0,168.0,17.0,"185237",1.0,2.0170316E7,"MUNICIPIO N.2","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_19_186877_20170316",1.0,2.0,3.0,227.0,19.0,"186877",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_6_125859_20170316",1.0,2.0,3.0,168.0,6.0,"125859",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_23_174417_20170316",1.0,9.0,4.0,148.0,23.0,"174417",4.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_10_186836_20170316",1.0,2.0,3.0,168.0,10.0,"186836",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_227_23_186898_20170316",1.0,2.0,3.0,227.0,23.0,"186898",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_13_125871_20170316",1.0,2.0,3.0,168.0,13.0,"125871",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_17_185117_20170316",1.0,10.0,4.0,227.0,17.0,"185117",1.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","10_4_227_16_185123_20170316",1.0,10.0,4.0,227.0,16.0,"185123",2.0,2.0170316E7,"MUNICIPIO N.3","X  - MARCONI - SAN GIROLAMO - FESCA",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_13_159964_20170316",1.0,6.0,5.0,176.0,13.0,"159964",1.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_176_11_192152_20170316",1.0,8.0,5.0,176.0,11.0,"192152",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_13_124598_20170316",1.0,2.0,3.0,168.0,13.0,"124598",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_19_184818_20170316",1.0,2.0,3.0,93.0,19.0,"184818",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_93_22_184859_20170316",1.0,2.0,3.0,93.0,22.0,"184859",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","2_3_168_16_186863_20170316",1.0,2.0,3.0,168.0,16.0,"186863",1.0,2.0170316E7,"MUNICIPIO N.1","II - MURAT",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","9_4_148_0_185218_20170316",1.0,9.0,4.0,148.0,0.0,"185218",17.0,2.0170316E7,"MUNICIPIO N.3","IX - STANIC",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","14_2_240_22_192162_20170316",1.0,14.0,2.0,240.0,22.0,"192162",1.0,2.0170316E7,"MUNICIPIO N.4","XIV - CARBONARA DI BARI",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","13_1_140_15_187699_20170316",1.0,13.0,1.0,140.0,15.0,"187699",1.0,2.0170316E7,"MUNICIPIO N.5","XIII - SANTO SPIRITO",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","6_5_176_19_159986_20170316",1.0,6.0,5.0,176.0,19.0,"159986",1.0,2.0170316E7,"MUNICIPIO N.2","VI - SAN PASQUALE",1.0,"2017-03-16","2017","2017"
30.0,false,5.0,5.0,0.0,371909.0,1.0,"vw_amtabmezzi","default","8_5_151_14_157765_20170316",1.0,8.0,5.0,151.0,14.0,"157765",1.0,2.0170316E7,"MUNICIPIO N.2","VIII - PICONE",1.0,"2017-03-16","2017","2017"
